KEGG_ko	Symbol	Name
ko:K10573,ko:K10574		
ko:K10576	UBE2H, UBC8	ubiquitin-conjugating enzyme E2 H [EC:2.3.2.23]
ko:K10577	UBE2I, UBC9	ubiquitin-conjugating enzyme E2 I
ko:K10579	UBE2M, UBC12	ubiquitin-conjugating enzyme E2 M [EC:2.3.2.34]
ko:K10580	UBE2N, BLU, UBC13	ubiquitin-conjugating enzyme E2 N [EC:2.3.2.23]
ko:K10589	UBE3C	ubiquitin-protein ligase E3 C [EC:2.3.2.26]
ko:K10590	TRIP12	E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]
ko:K10591	NEDD4, RSP5	E3 ubiquitin-protein ligase NEDD4 [EC:2.3.2.26]
ko:K10592	HUWE1, MULE, ARF-BP1	E3 ubiquitin-protein ligase HUWE1 [EC:2.3.2.26]
ko:K10597	UBE4B, UFD2	ubiquitin conjugation factor E4 B [EC:2.3.2.27]
ko:K10599	PRPF19, PRP19	pre-mRNA-processing factor 19 [EC:2.3.2.27]
ko:K10601	SYVN1, HRD1	E3 ubiquitin-protein ligase synoviolin [EC:2.3.2.27]
ko:K10609	CUL4	cullin 4
ko:K10625	UBR1	E3 ubiquitin-protein ligase UBR1 [EC:2.3.2.27]
ko:K10627	RAD18	E3 ubiquitin-protein ligase RAD18 [EC:2.3.2.27]
ko:K10643	CNOT4, NOT4, MOT2	CCR4-NOT transcription complex subunit 4 [EC:2.3.2.27]
ko:K10661	MARCH6, DOA10	E3 ubiquitin-protein ligase MARCH6 [EC:2.3.2.27]
ko:K10669	TRPT1, TPT1	2'-phosphotransferase [EC:2.7.1.160]
ko:K10684	UBLE1A, SAE1	ubiquitin-like 1-activating enzyme E1 A [EC:6.2.1.45]
ko:K10685	UBLE1B, SAE2, UBA2	ubiquitin-like 1-activating enzyme E1 B [EC:6.2.1.45]
ko:K10686	UBA3, UBE1C	NEDD8-activating enzyme E1 [EC:6.2.1.64]
ko:K10689	PEX4	peroxin-4 [EC:2.3.2.23]
ko:K10696	BRE1	E3 ubiquitin-protein ligase BRE1 [EC:2.3.2.27]
ko:K10703	HACD, PHS1, PAS2	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
ko:K10704	UBE2V	ubiquitin-conjugating enzyme E2 variant
ko:K10706	SETX, ALS4	senataxin [EC:5.6.2.-]
ko:K10729	SLD2	DNA replication regulator SLD2
ko:K10731	SLD3	DNA replication regulator SLD3
ko:K10732	GINS1, PSF1	GINS complex subunit 1
ko:K10733	GINS2, PSF2	GINS complex subunit 2
ko:K10734	GINS3	GINS complex subunit 3
ko:K10735	GINS4, SLD5	GINS complex subunit 4
ko:K10736	MCM10	minichromosome maintenance protein 10
ko:K10738,ko:K12817,ko:K20792		
ko:K10739	RFA2, RPA2	replication factor A2
ko:K10742	DNA2	DNA replication ATP-dependent helicase/nuclease Dna2 [EC:5.6.2.3 3.1.-.-]
ko:K10743	RNASEH2A	ribonuclease H2 subunit A [EC:3.1.26.4]
ko:K10746	EXO1	exonuclease 1 [EC:3.1.-.-]
ko:K10747	LIG1	DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
ko:K10750	CHAF1A	chromatin assembly factor 1 subunit A
ko:K10751	CHAF1B	chromatin assembly factor 1 subunit B
ko:K10752	RBBP4, HAT2, CAF1, MIS16	histone-binding protein RBBP4
ko:K10753	ASF1	histone chaperone ASF1
ko:K10754	RFC1	replication factor C subunit 1
ko:K10755	RFC2_4	replication factor C subunit 2/4
ko:K10756	RFC3_5	replication factor C subunit 3/5
ko:K10761	THG1	tRNA(His) guanylyltransferase [EC:2.7.7.79]
ko:K10771	APEX1	AP endonuclease 1 [EC:4.2.99.18]
ko:K10772	APEX2	AP endonuclease 2 [EC:4.2.99.18]
ko:K10773	NTH	endonuclease III [EC:4.2.99.18]
ko:K10777	LIG4, DNL4	DNA ligase 4 [EC:6.5.1.1]
ko:K10777,ko:K12827		
ko:K10802	HMGB1	high mobility group protein B1
ko:K10802,ko:K11296,ko:K11830		
ko:K10807	RRM1	ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]
ko:K10808	RRM2	ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]
ko:K10838	XPC	xeroderma pigmentosum group C-complementing protein
ko:K10839	RAD23, HR23	UV excision repair protein RAD23
ko:K10841	ERCC6, CSB, RAD26	DNA excision repair protein ERCC-6
ko:K10842	MNAT1	CDK-activating kinase assembly factor MAT1
ko:K10843	ERCC3, XPB	DNA excision repair protein ERCC-3 [EC:5.6.2.4]
ko:K10844	ERCC2, XPD	DNA excision repair protein ERCC-2 [EC:5.6.2.3]
ko:K10845	TTDA, GTF2H5, TFB5	TFIIH basal transcription factor complex TTD-A subunit
ko:K10846	ERCC5, XPG, RAD2	DNA excision repair protein ERCC-5
ko:K10847	XPA	DNA-repair protein complementing XP-A cells
ko:K10848	ERCC4, XPF	DNA excision repair protein ERCC-4 [EC:3.1.-.-]
ko:K10849	ERCC1	DNA excision repair protein ERCC-1
ko:K10858	PMS2	DNA mismatch repair protein PMS2
ko:K10862	TDP1	tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-]
ko:K10863	APTX	aprataxin [EC:3.6.1.70 3.6.1.71 3.6.1.72]
ko:K10865	MRE11	double-strand break repair protein MRE11
ko:K10866	RAD50	DNA repair protein RAD50 [EC:3.6.-.-]
ko:K10868	XRS2	DNA repair protein XRS2
ko:K10872,ko:K14545		
ko:K10873	RAD52	DNA repair and recombination protein RAD52
ko:K10875	RAD54L, RAD54	DNA repair and recombination protein RAD54 and RAD54-like protein [EC:5.6.2.-]
ko:K10875,ko:K15305		
ko:K10877	RAD54B	DNA repair and recombination protein RAD54B [EC:5.6.2.-]
ko:K10878	SPO11	meiotic recombination protein SPO11
ko:K10880,ko:K10958		
ko:K10881	SHFM1, DSS1, RPN15	26 proteasome complex subunit DSS1
ko:K10882	EME1, MMS4	crossover junction endonuclease EME1 [EC:3.1.22.-]
ko:K10884	XRCC6, KU70, G22P1	ATP-dependent DNA helicase 2 subunit 1
ko:K10885	XRCC5, KU80, G22P2	ATP-dependent DNA helicase 2 subunit 2
ko:K10901	BLM, RECQL3, SGS1	bloom syndrome protein [EC:5.6.2.4]
ko:K10908	POLRMT, RPO41	DNA-directed RNA polymerase, mitochondrial [EC:2.7.7.6]
ko:K10949	KDELR	ER lumen protein retaining receptor
ko:K10956	SEC61A	protein transport protein SEC61 subunit alpha
ko:K10957	RAD55	DNA repair protein RAD55
ko:K10959	RAD59	DNA repair protein RAD59
ko:K10967	KTR1_3	alpha 1,2-mannosyltransferase [EC:2.4.1.-]
ko:K10968	MNT2	alpha 1,3-mannosyltransferase [EC:2.4.1.-]
ko:K10969	MNT3	alpha 1,3-mannosyltransferase [EC:2.4.1.-]
ko:K10982	LIF1	ligase-interacting factor 1
ko:K10983	NEJ1, LIF2	non-homologous end-joining protein 1
ko:K10991	SWI5, SAE3	DNA repair protein Swi5/Sae3
ko:K10997	TIMELESS, TOF1, SWI1	replication fork protection complex subunit TIMELESS/Tof1/Swi1
ko:K10998	TIPIN, CSM3, SWI3	replication fork protection complex subunit TIPIN/Csm3/Swi3
ko:K11002	ERI1	phosphatidylinositol N-acetylglucosaminyltransferase ERI1 subunit
ko:K11086,ko:K22138		
ko:K11087	SNRPD1, SMD1	small nuclear ribonucleoprotein D1
ko:K11088	SNRPD3, SMD3	small nuclear ribonucleoprotein D3
ko:K11090	LA, SSB	lupus La protein
ko:K11092	SNRPA1	U2 small nuclear ribonucleoprotein A'
ko:K11093	SNRP70	U1 small nuclear ribonucleoprotein 70kDa
ko:K11095	SNRPC	U1 small nuclear ribonucleoprotein C
ko:K11096	SNRPD2, SMD2	small nuclear ribonucleoprotein D2
ko:K11097	SNRPE, SME	small nuclear ribonucleoprotein E
ko:K11098	SNRPF, SMF	small nuclear ribonucleoprotein F
ko:K11099	SNRPG, SMG	small nuclear ribonucleoprotein G
ko:K11108	RCL1	RNA 3'-terminal phosphate cyclase-like protein
ko:K11115	CDC13	cell division control protein 13
ko:K11117	STN1	protein STN1
ko:K11118	RIF1	RAP1-interacting factor 1
ko:K11120	SIR1	regulatory protein SIR1
ko:K11121	SIR2	NAD+-dependent protein deacetylase SIR2 [EC:2.3.1.286]
ko:K11121,ko:K11412		
ko:K11121,ko:K20247		
ko:K11122	SIR3	regulatory protein SIR3
ko:K11123	SIR4	regulatory protein SIR4
ko:K11126	TERT, EST2	telomerase reverse transcriptase [EC:2.7.7.49]
ko:K11128	GAR1, NOLA1	H/ACA ribonucleoprotein complex subunit 1
ko:K11129	NHP2, NOLA2	H/ACA ribonucleoprotein complex subunit 2
ko:K11130	NOP10, NOLA3	H/ACA ribonucleoprotein complex subunit 3
ko:K11131	DKC1, NOLA4, CBF5	H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]
ko:K11132	EST1	telomere elongation protein [EC:2.7.7.-]
ko:K11133	EST3	telomere replication protein
ko:K11134,ko:K17922		
ko:K11135,ko:K14457		
ko:K11137	TELO2, TEL2	telomere length regulation protein
ko:K11153	RDH12	retinol dehydrogenase 12 [EC:1.1.1.300]
ko:K11173,ko:K13954		
ko:K11187	PRDX5	peroxiredoxin 5 [EC:1.11.1.24]
ko:K11187,ko:K14171		
ko:K11204	GCLC	glutamate--cysteine ligase catalytic subunit [EC:6.3.2.2]
ko:K11213	STE2	pheromone alpha factor receptor
ko:K11215	STE12	transcription factor STE12
ko:K11226	STE7	mitogen-activated protein kinase kinase [EC:2.7.12.2]
ko:K11227	PBS2	mitogen-activated protein kinase kinase [EC:2.7.12.2]
ko:K11228	STE11	mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
ko:K11229	BCK1	mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
ko:K11230	SSK2	mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
ko:K11231,ko:K19691		
ko:K11232	YPD1	osomolarity two-component system, phosphorelay intermediate protein YPD1
ko:K11233	SSK1	osomolarity two-component system, response regulator SSK1
ko:K11234	MFAL	mating pheromone alpha-factor
ko:K11235	MFA	mating pheromone A-factor
ko:K11236	CDC24	cell division control protein 24
ko:K11237	BEM1	bud emergence protein 1
ko:K11239	STE5	pheromone-response scaffold protein
ko:K11240,ko:K19812		
ko:K11241	DIG1	down-regulator of invasive growth 1
ko:K11243	FUS1	nuclear fusion protein
ko:K11244	WSC	cell wall integrity and stress response component
ko:K11245	MID2, MTL1	mating pheromone-induced death protein 2
ko:K11246	SHO1	SHO1 osmosensor
ko:K11251	H2A	histone H2A
ko:K11252	H2B	histone H2B
ko:K11253	H3	histone H3
ko:K11253,ko:K11495		
ko:K11254	H4	histone H4
ko:K11262	ACACA	acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]
ko:K11267	PDS5	sister chromatid cohesion protein PDS5
ko:K11268	ESCO, ECO1	N-acetyltransferase [EC:2.3.1.-]
ko:K11269	CTF18, CHL12	chromosome transmission fidelity protein 18
ko:K11270	CTF8	chromosome transmission fidelity protein 8
ko:K11271	DSCC1, DCC1	sister chromatid cohesion protein DCC1
ko:K11272	MRC1	mediator of replication checkpoint protein 1
ko:K11273	DDX11, CHL1, CTF1	chromosome transmission fidelity protein 1 [EC:3.6.4.13]
ko:K11274	WDHD1, CTF4	chromosome transmission fidelity protein 4
ko:K11275	H1_5	histone H1/5
ko:K11279	NAP1L1, NRP	nucleosome assembly protein 1-like 1
ko:K11292	SUPT6H, SPT6	transcription elongation factor SPT6
ko:K11293	HIRA, HIR1	protein HIRA/HIR1
ko:K11294	NCL, NSR1	nucleolin
ko:K11296	HMGB3	high mobility group protein B3
ko:K11303	HAT1, KAT1	histone acetyltransferase 1 [EC:2.3.1.48]
ko:K11304	TIP60, KAT5, ESA1	histone acetyltransferase HTATIP [EC:2.3.1.48]
ko:K11304,ko:K11307,ko:K11401		
ko:K11306,ko:K11378		
ko:K11309	RTT109, KAT11	regulator of Ty1 transposition protein 109
ko:K11313,ko:K19476		
ko:K11314	TADA2A, ADA2	transcriptional adapter 2-alpha
ko:K11315	TADA3, ADA3, NGG1	transcriptional adapter 3
ko:K11319	ING3	inhibitor of growth protein 3
ko:K11319,ko:K11396		
ko:K11322	EPC	enhancer of polycomb-like protein
ko:K11324	DMAP1, SWC4, EAF2	DNA methyltransferase 1-associated protein 1
ko:K11338	RUVBL2, RVB2, INO80J	RuvB-like protein 2 [EC:5.6.2.3]
ko:K11339	MORF4L1, MRG15, EAF3	mortality factor 4-like protein 1
ko:K11340,ko:K11400,ko:K11652		
ko:K11341	YEATS4, GAS41, YAF9	YEATS domain-containing protein 4
ko:K11344	EAF6	chromatin modification-related protein EAF6
ko:K11359	SPT7	transcriptional activator SPT7
ko:K11360	SPT8	transcriptional activator SPT8
ko:K11361	SPT20, ADA5	transcription factor SPT20
ko:K11362	HFI1, ADA1	transcriptional coactivator HFI1/ADA1
ko:K11363	SGF11	SAGA-associated factor 11
ko:K11364	SGF29	SAGA-associated factor 29
ko:K11365	SGF73	SAGA-associated factor 73
ko:K11366	USP22_27_51, UBP8	ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.4.19.12]
ko:K11367	CHD1	chromodomain-helicase-DNA-binding protein 1 [EC:5.6.2.-]
ko:K11368	ENY2, DC6, SUS1	enhancer of yellow 2 transcription factor
ko:K11369	RTG2	retrograde regulation protein 2
ko:K11370	AHC1	ADA HAT complex component 1
ko:K11371	AHC2	ADA HAT complex component 2
ko:K11372	HIF1	HAT1-interacting factor 1
ko:K11373	ELP1, IKI3, IKBKAP	elongator complex protein 1
ko:K11374,ko:K18178		
ko:K11375	ELP4	elongator complex protein 4
ko:K11376	ELP5, IKI1	elongator complex protein 5
ko:K11377	ELP6	elongator complex protein 6
ko:K11379,ko:K19197,ko:K19198		
ko:K11380	NTO1	NuA3 HAT complex component NTO1
ko:K11397	EAF1, VID21	chromatin modification-related protein VID21
ko:K11398	EAF5	chromatin modification-related protein EAF5
ko:K11399	EAF7	chromatin modification-related protein EAF7
ko:K11400,ko:K11767		
ko:K11402	SAS4	something about silencing protein 4
ko:K11404,ko:K11483		
ko:K11407	HDAC6	histone deacetylase 6 [EC:3.5.1.98]
ko:K11415	SIRT5, SIR2L5	NAD+-dependent protein deacetylase sirtuin 5 [EC:2.3.1.286]
ko:K11422	SETD1, SET1	[histone H3]-lysine4 N-trimethyltransferase SETD1 [EC:2.1.1.354]
ko:K11423	SETD2	[histone H3]-lysine36 N-trimethyltransferase [EC:2.1.1.359]
ko:K11427	DOT1L, DOT1	[histone H3]-lysine79 N-trimethyltransferase [EC:2.1.1.360]
ko:K11434	PRMT1	type I protein arginine methyltransferase [EC:2.1.1.319]
ko:K11436,ko:K20361		
ko:K11446	KDM5, JARID1	[histone H3]-trimethyl-L-lysine4 demethylase [EC:1.14.11.67]
ko:K11482	HOS1	histone deacetylase HOS1 [EC:3.5.1.98]
ko:K11484	HOS3	histone deacetylase HOS3 [EC:3.5.1.98]
ko:K11493	RCC1	regulator of chromosome condensation
ko:K11497	CENPC	centromere protein C
ko:K11498	CENPE	centromeric protein E
ko:K11501	CENPI	centromere protein I
ko:K11518	TOM40	mitochondrial import receptor subunit TOM40
ko:K11547	NDC80, HEC1, TID3	kinetochore protein NDC80
ko:K11548	NUF2, CDCA1	kinetochore protein Nuf2
ko:K11551	MIS15, CHL4	central kinetochore subunit Mis15/CHL4
ko:K11552	MAL2, MCM21	central kinetochore subunit Mal2/MCM21
ko:K11553	DAD1	DASH complex subunit DAD1
ko:K11554	CTF19	central kinetochore subunit CTF19
ko:K11555	OKP1	central kinetochore subunit OKP1
ko:K11556	AME1	central kinetochore subunit AME1
ko:K11557	SPC24	kinetochore protein Spc24, fungi type
ko:K11558	SPC25	kinetochore protein Spc25, fungi type
ko:K11559	mis12, MTW1	kinetochore protein Mis12/MTW1
ko:K11560	mis13, DSN1	kinetochore protein Mis13/DSN1
ko:K11561	mis14, NSL1	kinetochor protein Mis14/NSL1
ko:K11562	NNF1	kinetochore protein NNF1
ko:K11563	SPC7, SPC105	kinetochore protein Spc7/SPC105
ko:K11566	ASK1	DASH complex subunit ASK1
ko:K11567	DAD2, HSK1	DASH complex subunit DAD2
ko:K11568	DAD3	DASH complex subunit DAD3
ko:K11569	DAD4, HSK2	DASH complex subunit DAD4
ko:K11570	DUO1	DASH complex subunit DUO1
ko:K11571	HSK3	DASH complex subunit HSK3
ko:K11572	SPC19	DASH complex subunit SPC19
ko:K11573	SPC34	DASH complex subunit SPC34
ko:K11574	CBF2, CBF3A, CTF14	centromere DNA-binding protein complex CBF3 subunit A
ko:K11575	CEP3, CBF3B	centromere DNA-binding protein complex CBF3 subunit B
ko:K11576	CTF13, CBF3C	centromere DNA-binding protein complex CBF3 subunit C
ko:K11578	ZW10, DSL1	protein transport protein DSL1/ZW10
ko:K11582	SGO1	shugoshin
ko:K11584	PPP2R5	serine/threonine-protein phosphatase 2A regulatory subunit B'
ko:K11593	ELF2C, AGO	eukaryotic translation initiation factor 2C
ko:K11593,ko:K12598		
ko:K11594	DDX3X, bel	ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]
ko:K11594,ko:K11675		
ko:K11599	POMP, UMP1	proteasome maturation protein
ko:K11600	RRP41, EXOSC4, SKI6	exosome complex component RRP41
ko:K11644	SIN3A	paired amphipathic helix protein Sin3a
ko:K11648	SMARCB1, SNF5, INI1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
ko:K11649,ko:K11772		
ko:K11654	SMARCA5, SNF2H, ISWI	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]
ko:K11662	ACTR6, ARP6	actin-related protein 6
ko:K11663	ZNHIT1, VPS71	zinc finger HIT domain-containing protein 1
ko:K11664	VPS72, TCFL1, YL1	vacuolar protein sorting-associated protein 72
ko:K11665,ko:K19307		
ko:K11667	INO80C, IES6	INO80 complex subunit C
ko:K11672	ACTR5, ARP5, INO80M	actin-related protein 5
ko:K11673	ACTR8, ARP8, INO80N	actin-related protein 8
ko:K11676	IES2	Ino eighty subunit 2
ko:K11677	IES3	Ino eighty subunit 3
ko:K11678	IES4	Ino eighty subunit 4
ko:K11679	IES5	Ino eighty subunit 5
ko:K11680	NHP10	non-histone protein 10
ko:K11681		
ko:K11682	SWC3	SWR1-complex protein 3
ko:K11683	SWC7	SWR1-complex protein 7
ko:K11684	BDF1	bromodomain-containing factor 1
ko:K11713	PGTB1	geranylgeranyl transferase type-1 subunit beta [EC:2.5.1.59]
ko:K11718	HUGT	UDP-glucose:glycoprotein glucosyltransferase [EC:2.4.1.-]
ko:K11723,ko:K12862		
ko:K11756	RSC1_2	chromatin structure-remodeling complex subunit RSC1/2
ko:K11757,ko:K11759		
ko:K11758	RSC3_30	chromatin structure-remodeling complex subunit RSC3/30
ko:K11761	NPL6, RSC7	chromatin structure-remodeling complex protein RSC7
ko:K11762	RSC8, SWH3, SSR2	chromatin structure-remodeling complex subunit RSC8
ko:K11763	RSC9	chromatin structure-remodeling complex subunit RSC9
ko:K11764	LDB7, RSC14	chromatin structure-remodeling complex protein RSC14
ko:K11766	RSC58	chromatin structure-remodeling complex subunit RSC58
ko:K11769	HTL1	chromatin structure-remodeling complex protein HTL1
ko:K11770	SFH1	chromatin structure-remodeling complex subunit SFH1
ko:K11771	SWI1, ADR6	SWI/SNF chromatin-remodeling complex subunit SWI1
ko:K11773	SNF6	SWI/SNF complex component SNF6
ko:K11774	SNF11	SWI/SNF complex component SNF11
ko:K11776	SWP82	SWI/SNF complex component SWP82
ko:K11778	DHDDS, RER2, SRT1	ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]
ko:K11786	STH1_SNF2	ATP-dependent helicase STH1/SNF2 [EC:5.6.2.-]
ko:K11788	ADE5	phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1]
ko:K11788,ko:K15201		
ko:K11805	DCAF7, HAN11	DDB1- and CUL4-associated factor 7
ko:K11806	DCAF13, WDSOF1	DDB1- and CUL4-associated factor 13
ko:K11808	ADE2	phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]
ko:K11824	AP2A	AP-2 complex subunit alpha
ko:K11825	AP2B1	AP-2 complex subunit beta-1
ko:K11826	AP2M1	AP-2 complex subunit mu-1
ko:K11827	AP2S1	AP-2 complex subunit sigma-1
ko:K11830	TFAM, MTTFA	transcription factor A, mitochondrial
ko:K11835	USP4_11, UBP12	ubiquitin carboxyl-terminal hydrolase 4/11 [EC:3.4.19.12]
ko:K11836	USP5_13, UBP14	ubiquitin carboxyl-terminal hydrolase 5/13 [EC:3.4.19.12]
ko:K11838	USP7, UBP15	ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12]
ko:K11839	USP8, UBP5	ubiquitin carboxyl-terminal hydrolase 8 [EC:3.4.19.12]
ko:K11841	USP10, UBP3	ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12]
ko:K11842,ko:K11872		
ko:K11843	USP14, UBP6	ubiquitin carboxyl-terminal hydrolase 14 [EC:3.4.19.12]
ko:K11849	USP25	ubiquitin carboxyl-terminal hydrolase 25 [EC:3.4.19.12]
ko:K11870	UBP1	ubiquitin carboxyl-terminal hydrolase 1 [EC:3.4.19.12]
ko:K11871	UBP7_11	ubiquitin carboxyl-terminal hydrolase 7/11 [EC:3.4.19.12]
ko:K11873	UBP10	ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12]
ko:K11874	UBP16	ubiquitin carboxyl-terminal hydrolase 16 [EC:3.4.19.12]
ko:K11876,ko:K11880		
ko:K11879	PBA1, POC1	proteasome chaperone 1
ko:K11881	IRC25, POC3	proteasome chaperone 3
ko:K11882	POC4	proteasome chaperone 4
ko:K11883	NOB1	RNA-binding protein NOB1
ko:K11884	PNO1, DIM2	RNA-binding protein PNO1
ko:K11885	DDI1	DNA damage-inducible protein 1
ko:K11886	ECM29	proteasome component ECM29
ko:K11887	PAAF1, RPN14	proteasomal ATPase-associated factor 1
ko:K11888	CUT8, STS1	protein Cut8
ko:K11968	ARIH1	ariadne-1 [EC:2.3.2.31]
ko:K11971	RNF14, ARA54	E3 ubiquitin-protein ligase RNF14 [EC:2.3.2.31]
ko:K11979,ko:K16261		
ko:K11984	SART1, HAF, SNU66	U4/U6.U5 tri-snRNP-associated protein 1
ko:K11996	MOCS3, UBA4	adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]
ko:K12041	SLC9A6_7, NHE6_7	solute carrier family 9 (sodium/hydrogen exchanger), member 6/7
ko:K12158	NEDD8	ubiquitin-like protein Nedd8
ko:K12160	SUMO, SMT3	small ubiquitin-related modifier
ko:K12161	URM1	ubiquitin related modifier 1
ko:K12180	COPS7, CSN7	COP9 signalosome complex subunit 7
ko:K12182	HGS, HRS, VPS27	hepatocyte growth factor-regulated tyrosine kinase substrate
ko:K12183	TSG101, STP22, VPS23	ESCRT-I complex subunit TSG101
ko:K12184	VPS28	ESCRT-I complex subunit VPS28
ko:K12187	MVB12	ESCRT-I complex subunit MVB12
ko:K12188	SNF8, EAP30	ESCRT-II complex subunit VPS22
ko:K12189	VPS25, EAP20	ESCRT-II complex subunit VPS25
ko:K12191	CHMP2A	charged multivesicular body protein 2A
ko:K12193	VPS24, CHMP3	charged multivesicular body protein 3
ko:K12194	CHMP4A_B, SNF7, VPS32A_B	charged multivesicular body protein 4A/B
ko:K12195	CHMP6, VPS20	charged multivesicular body protein 6
ko:K12196	VPS4	vacuolar protein-sorting-associated protein 4
ko:K12196,ko:K14297,ko:K14317		
ko:K12197	CHMP1, VPS46, DID2	charged multivesicular body protein 1
ko:K12198	CHMP5, VPS60	charged multivesicular body protein 5
ko:K12199	VTA1, LIP5	vacuolar protein sorting-associated protein VTA1
ko:K12200	PDCD6IP, ALIX, RIM20	programmed cell death 6-interacting protein
ko:K12232	HECTD2	E3 ubiquitin-protein ligase HECTD2 [EC:2.3.2.26]
ko:K12236	NFX1	transcriptional repressor NF-X1
ko:K12260	SRX1	sulfiredoxin [EC:1.8.98.2]
ko:K12261	HACL1	2-hydroxyacyl-CoA lyase [EC:4.1.2.63]
ko:K12261,ko:K13342		
ko:K12272	SRPRB, SRP102	signal recognition particle receptor subunit beta
ko:K12273	SEC66	translocation protein SEC66
ko:K12274	SEC72	translocation protein SEC72
ko:K12275	SEC62	translocation protein SEC62
ko:K12345	SRD5A3	3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase [EC:1.3.1.22 1.3.1.94]
ko:K12346	SMF	metal iron transporter
ko:K12351	SMPD2	sphingomyelin phosphodiesterase 2 [EC:3.1.4.12]
ko:K12385	NPC1	Niemann-Pick C1 protein
ko:K12386	CTNS	cystinosin
ko:K12389	BTS, CLN3	battenin
ko:K12391	AP1G1	AP-1 complex subunit gamma-1
ko:K12393	AP1M	AP-1 complex subunit mu
ko:K12394	AP1S1_2	AP-1 complex subunit sigma 1/2
ko:K12396	AP3D	AP-3 complex subunit delta
ko:K12397	AP3B	AP-3 complex subunit beta
ko:K12398	AP3M	AP-3 complex subunit mu
ko:K12399	AP3S	AP-3 complex subunit sigma
ko:K12404	GGA	ADP-ribosylation factor-binding protein GGA
ko:K12411	YOX1, YHP1	homeobox protein YOX1/YHP1
ko:K12412	MCM1	pheromone receptor transcription factor
ko:K12413	WHI5	G1-specific transcriptional repressor WHI5
ko:K12414	TAH11	DNA replication licensing factor, required for pre-replication complex assembly
ko:K12416	SWM1, APC13	anaphase-promoting complex subunit SWM1
ko:K12462	ARHGDI, RHOGDI	Rho GDP-dissociation inhibitor
ko:K12471	EPN	epsin
ko:K12472	EPS15	epidermal growth factor receptor substrate 15
ko:K12479,ko:K20367		
ko:K12481	RBSN, ZFYVE20	rabenosyn-5
ko:K12486	SMAP	stromal membrane-associated protein
ko:K12488	ASAP	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein
ko:K12492	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1
ko:K12493	ARFGAP2_3	ADP-ribosylation factor GTPase-activating protein 2/3
ko:K12562	AMPH	amphiphysin
ko:K12571	PAN2	PAB-dependent poly(A)-specific ribonuclease subunit 2 [EC:3.1.13.4]
ko:K12572	PAN3	PAB-dependent poly(A)-specific ribonuclease subunit 3
ko:K12575	SLK19	kinetochore protein SLK19
ko:K12576	SPO12	sporulation-specific protein 12
ko:K12577	FOB1	DNA replication fork-blocking protein FOB1
ko:K12578	LCD1, ddc2	DNA damage checkpoint protein LCD1
ko:K12580	CNOT3, NOT3	CCR4-NOT transcription complex subunit 3
ko:K12581	CNOT7_8, CAF1, POP2	CCR4-NOT transcription complex subunit 7/8
ko:K12584	DCPS, DCS	m7GpppX diphosphatase [EC:3.6.1.59]
ko:K12585	DIS3, RRP44	exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]
ko:K12586	RRP43, EXOSC8, OIP2	exosome complex component RRP43
ko:K12587	MTR3, EXOSC6	exosome complex component MTR3
ko:K12589	RRP42, EXOSC7	exosome complex component RRP42
ko:K12590	RRP46, EXOSC5	exosome complex component RRP46
ko:K12591	RRP6, EXOSC10	exosome complex exonuclease RRP6 [EC:3.1.13.-]
ko:K12592	C1D, LRP1	exosome complex protein LRP1
ko:K12594	MPP6	M-phase phosphoprotein 6, fungi type
ko:K12595,ko:K14416		
ko:K12597	AIR1_2	protein AIR1/2
ko:K12599	SKI2, SKIV2L	antiviral helicase SKI2 [EC:3.6.4.13]
ko:K12600	SKI3, TTC37	superkiller protein 3
ko:K12601,ko:K12602		
